Pattern,Components,Score,PrimeProduct
High card: A7542,"ranks=A,7,5,4,2",6672,37310
3x2 + J + 7 + 6,"pair=3;kickers=J,7,6",5900,37323
4x3 + T + 7,"trips=4;kickers=T,7",2310,37375
2x2 + K + T + 6,"pair=2;kickers=K,T,6",6041,37444
2x2 + J + 9 + 8,"pair=2;kickers=J,9,8",6109,37468
6x2 + Q + 4 + 2,"pair=6;kickers=Q,4,2",5220,37510
7x2 + K + 3 + 2,"pair=7;kickers=K,3,2",4965,37518
8x2 + 7 + 4 + 2,"pair=8;kickers=7,4,2",4854,37570
High card: QJ532,"ranks=Q,J,5,3,2",7089,37758
3x2 + 9 + 8 + 7,"pair=3;kickers=9,8,7",5931,37791
Jx2 + 3x2 + 4,pair_high=J;pair_low=3;kicker=4,2917,37845
9x2 + 5 + 4 + 3,"pair=9;kickers=5,4,3",4642,37905
5x2 + 4x2 + Q,pair_high=5;pair_low=4;kicker=Q,3262,37975
High card: 97652,"ranks=9,7,6,5,2",7432,38038
5x3 + K + 3,"trips=5;kickers=K,3",2223,38073
High card: AQ432,"ranks=A,Q,4,3,2",6469,38130
3x2 + K + T + 4,"pair=3;kickers=K,T,4",5823,38295
5x2 + T + 8 + 2,"pair=5;kickers=T,8,2",5480,38318
Kx2 + 2x2 + 5,pair_high=K;pair_low=2;kicker=5,2718,38332
High card: J8732,"ranks=J,8,7,3,2",7316,38454
High card: J9542,"ranks=J,9,5,4,2",7304,38570
4x2 + 8 + 7 + 5,"pair=4;kickers=8,7,5",5727,38675
3x2 + T + 8 + 6,"pair=3;kickers=T,8,6",5917,38709
7x2 + T + 4 + 2,"pair=7;kickers=T,4,2",5049,38870
High card: Q9632,"ranks=Q,9,6,3,2",7177,38874
4x2 + A + 9 + 2,"pair=4;kickers=A,9,2",5565,38950
6x2 + T + 5 + 2,"pair=6;kickers=T,5,2",5267,38962
7x2 + 6 + 5 + 3,"pair=7;kickers=6,5,3",5077,39039
6x2 + 4x2 + 7,pair_high=6;pair_low=4;kicker=7,3234,39325
5x3 + T + 4,"trips=5;kickers=T,4",2246,39445
5x2 + Q + 7 + 2,"pair=5;kickers=Q,7,2",5435,39494
4x2 + Q + 8 + 3,"pair=4;kickers=Q,8,3",5650,39525
2x2 + Q + J + 6,"pair=2;kickers=Q,J,6",6070,39556
High card: J7543,"ranks=J,7,5,4,3",7333,39585
High card: AT532,"ranks=A,T,5,3,2",6608,39606
3x2 + K + 8 + 5,"pair=3;kickers=K,8,5",5833,39627
Tx2 + 4x2 + 3,pair_high=T;pair_low=4;kicker=3,2994,39675
9x2 + 6 + 4 + 2,"pair=9;kickers=6,4,2",4640,39710
4x3 + J + 6,"trips=4;kickers=J,6",2304,39875
8x2 + T + 3 + 2,"pair=8;kickers=T,3,2",4830,39882
5x2 + K + 6 + 2,"pair=5;kickers=K,6,2",5402,39886
3x2 + Q + 7 + 6,"pair=3;kickers=Q,7,6",5872,39897
4x2 + A + 7 + 3,"pair=4;kickers=A,7,3",5573,39975
2x2 + Q + 9 + 8,"pair=2;kickers=Q,9,8",6081,40052
Tx2 + 2x2 + 9,pair_high=T;pair_low=2;kicker=9,3011,40204
7x2 + 8 + 5 + 2,"pair=7;kickers=8,5,2",5072,40222
6x2 + 3x2 + K,pair_high=6;pair_low=3;kicker=K,3239,40293
Qx2 + 5 + 3 + 2,"pair=Q;kickers=5,3,2",3984,40362
4x3 + 9 + 8,"trips=4;kickers=9,8",2315,40375
3x2 + Q + J + 4,"pair=3;kickers=Q,J,4",5852,40455
2x2 + A + 9 + 7,"pair=2;kickers=A,9,7",6001,40508
High card: 97643,"ranks=9,7,6,4,3",7433,40755
45 + 8,quad=5;kicker=8,125,40817
7x2 + 6x2 + 2,pair_high=7;pair_low=6;kicker=2,3171,40898
3x3 + A + K,"trips=3;kickers=A,K",2336,40959
High card: T8543,"ranks=T,8,5,4,3",7392,41055
Kx2 + 4 + 3 + 2,"pair=K;kickers=4,3,2",3765,41070
High card: Q8732,"ranks=Q,8,7,3,2",7191,41106
9x3 + 3 + 2,"trips=9;kickers=3,2",2005,41154
High card: Q9542,"ranks=Q,9,5,4,2",7179,41230
Tx2 + 7 + 3 + 2,"pair=T;kickers=7,3,2",4415,41262
4x2 + J + 9 + 3,"pair=4;kickers=J,9,3",5673,41325
7x2 + 5x2 + 4,pair_high=7;pair_low=5;kicker=4,3180,41405
High card: J7642,"ranks=J,7,6,4,2",7331,41470
2x2 + A + T + 6,"pair=2;kickers=A,T,6",5996,41492
5x3 + 6x2,trips=5;pair=6,283,41503
High card: K8632,"ranks=K,8,6,3,2",6988,41514
7x2 + A + 3 + 2,"pair=7;kickers=A,3,2",4920,41574
6x2 + T + 4 + 3,"pair=6;kickers=T,4,3",5268,41745
9x2 + 2x2 + J,pair_high=9;pair_low=2;kicker=J,3087,41876
High card: 98742,"ranks=9,8,7,4,2",7418,41990
3x2 + J + T + 5,"pair=3;kickers=J,T,5",5886,42021
Jx2 + 4x2 + 2,pair_high=J;pair_low=4;kicker=2,2907,42050
5x3 + A + 3,"trips=5;kickers=A,3",2213,42189
9x2 + 3x2 + 7,pair_high=9;pair_low=3;kicker=7,3079,42237
Qx2 + 2x2 + 6,pair_high=Q;pair_low=2;kicker=6,2827,42284
High card: Q7543,"ranks=Q,7,5,4,3",7208,42315
3x2 + A + T + 4,"pair=3;kickers=A,T,4",5778,42435
2x2 + A + K + 5,"pair=2;kickers=A,K,5",5973,42476
8x2 + 5x2 + 3,pair_high=8;pair_low=5;kicker=3,3126,42483
4x2 + K + T + 2,"pair=4;kickers=K,T,2",5604,42550
4x3 + Q + 6,"trips=4;kickers=Q,6",2296,42625
High card: K6543,"ranks=K,6,5,4,3",7003,42735
8x2 + 2x2 + K,pair_high=8;pair_low=2;kicker=K,3151,42772
5x2 + T + 9 + 2,"pair=5;kickers=T,9,2",5475,42826
High card: J9732,"ranks=J,9,7,3,2",7296,42978
High card: T8642,"ranks=T,8,6,4,2",7390,43010
7x2 + 8 + 4 + 3,"pair=7;kickers=8,4,3",5073,43095
6x2 + 8 + 5 + 3,"pair=6;kickers=8,5,3",5291,43197
4x2 + 9 + 7 + 5,"pair=4;kickers=9,7,5",5717,43225
Qx2 + 3x2 + 4,pair_high=Q;pair_low=3;kicker=4,2818,43245
3x2 + T + 9 + 6,"pair=3;kickers=T,9,6",5912,43263
Jx2 + 2x2 + 7,pair_high=J;pair_low=2;kicker=7,2925,43732
3x2 + A + 8 + 5,"pair=3;kickers=A,8,5",5788,43911
46 + 3,quad=6;kicker=3,117,43923
5x2 + T + 7 + 3,"pair=5;kickers=T,7,3",5483,43953
High card: JT632,"ranks=J,T,6,3,2",7267,44022
High card: K8542,"ranks=K,8,5,4,2",6990,44030
7x2 + 3x2 + J,pair_high=7;pair_low=3;kicker=J,3197,44109
4x2 + Q + 9 + 3,"pair=4;kickers=Q,9,3",5645,44175
5x2 + A + 6 + 2,"pair=5;kickers=A,6,2",5357,44198
8x3 + 3x2,trips=8;pair=3,249,44217
2x2 + K + T + 7,"pair=2;kickers=K,T,7",6040,44252
4x2 + T + 6 + 5,"pair=4;kickers=T,6,5",5705,44275
3x2 + K + 9 + 5,"pair=3;kickers=K,9,5",5828,44289
High card: Q7642,"ranks=Q,7,6,4,2",7206,44330
8x2 + 6 + 5 + 2,"pair=8;kickers=6,5,2",4858,44506
High card: T9832,"ranks=T,9,8,3,2",7355,44574
6x2 + 3x2 + A,pair_high=6;pair_low=3;kicker=A,3238,44649
9x2 + 2x2 + Q,pair_high=9;pair_low=2;kicker=Q,3086,44764
6x2 + K + 4 + 2,"pair=6;kickers=K,4,2",5184,44770
3x2 + Q + T + 5,"pair=3;kickers=Q,T,5",5858,44919
4x2 + Q + J + 2,"pair=4;kickers=Q,J,2",5633,44950
7x2 + 9 + 5 + 2,"pair=7;kickers=9,5,2",5062,44954
High card: KJ532,"ranks=K,J,5,3,2",6880,45066
4x3 + 9x2,trips=4;pair=9,292,45125
6x3 + 8 + 2,"trips=6;kickers=8,2",2193,45254
5x2 + 4x2 + K,pair_high=5;pair_low=4;kicker=K,3261,45325
2x2 + J + T + 8,"pair=2;kickers=J,T,8",6103,45356
3x3 + Ax2,trips=3;pair=A,299,45387
High card: AK432,"ranks=A,K,4,3,2",6349,45510
45 + 9,quad=5;kicker=9,124,45619
3x2 + T + 8 + 7,"pair=3;kickers=T,8,7",5916,45747
5x2 + 8 + 6 + 4,"pair=5;kickers=8,6,4",5510,45815
High card: T9543,"ranks=T,9,5,4,3",7372,45885
High card: Q9732,"ranks=Q,9,7,3,2",7171,45942
High card: A8632,"ranks=A,8,6,3,2",6660,46002
High card: T7652,"ranks=T,7,6,5,2",7398,46046
7x3 + 5 + 3,"trips=7;kickers=5,3",2133,46137
High card: K9632,"ranks=K,9,6,3,2",6968,46398
7x2 + 4x2 + 6,pair_high=7;pair_low=4;kicker=6,3190,46475
6x3 + 5 + 4,"trips=6;kickers=5,4",2198,46585
High card: JT542,"ranks=J,T,5,4,2",7269,46690
2x2 + Q + J + 7,"pair=2;kickers=Q,J,7",6069,46748
5x2 + J + 6 + 3,"pair=5;kickers=J,6,3",5465,46893
9x2 + 7 + 4 + 2,"pair=9;kickers=7,4,2",4634,46930
High card: QT632,"ranks=Q,T,6,3,2",7142,47058
Ax2 + 2x2 + 5,pair_high=A;pair_low=2;kicker=5,2597,47068
4x3 + J + 7,"trips=4;kickers=J,7",2303,47125
5x2 + K + 7 + 2,"pair=5;kickers=K,7,2",5399,47138
4x2 + A + T + 2,"pair=4;kickers=A,T,2",5559,47150
7x2 + 3x2 + Q,pair_high=7;pair_low=3;kicker=Q,3196,47151
4x2 + K + 8 + 3,"pair=4;kickers=K,8,3",5614,47175
2x2 + K + J + 6,"pair=2;kickers=K,J,6",6034,47212
High card: A6543,"ranks=A,6,5,4,3",6675,47355
8x2 + 2x2 + A,pair_high=8;pair_low=2;kicker=A,3150,47396
5x2 + 9 + 8 + 3,"pair=5;kickers=9,8,3",5494,47481
3x2 + K + 7 + 6,"pair=3;kickers=K,7,6",5836,47619
8x2 + 6 + 4 + 3,"pair=8;kickers=6,4,3",4859,47685
2x2 + K + 9 + 8,"pair=2;kickers=K,9,8",6045,47804
Qx2 + 4x2 + 2,pair_high=Q;pair_low=4;kicker=2,2808,48050
High card: T9642,"ranks=T,9,6,4,2",7370,48070
7x2 + 9 + 4 + 3,"pair=7;kickers=9,4,3",5063,48165
High card: KQ532,"ranks=K,Q,5,3,2",6796,48174
6x2 + 9 + 5 + 3,"pair=6;kickers=9,5,3",5281,48279
3x2 + K + J + 4,"pair=3;kickers=K,J,4",5816,48285
5x2 + J + 8 + 2,"pair=5;kickers=J,8,2",5459,48314
7x3 + 6 + 2,"trips=7;kickers=6,2",2131,48334
2x2 + Q + T + 8,"pair=2;kickers=Q,T,8",6075,48484
Tx3 + 2x2,trips=T;pair=2,226,48668
High card: A8542,"ranks=A,8,5,4,2",6662,48790
3x2 + J + 8 + 6,"pair=3;kickers=J,8,6",5896,48807
4x3 + T + 8,"trips=4;kickers=T,8",2309,48875
7x2 + J + 4 + 2,"pair=7;kickers=J,4,2",5028,49010
2x2 + A + T + 7,"pair=2;kickers=A,T,7",5995,49036
5x3 + 7 + 6,"trips=5;kickers=7,6",2260,49049
High card: K8732,"ranks=K,8,7,3,2",6982,49062
3x2 + A + 9 + 5,"pair=3;kickers=A,9,5",5783,49077
6x2 + J + 5 + 2,"pair=6;kickers=J,5,2",5246,49126
8x3 + 4 + 2,"trips=8;kickers=4,2",2070,49130
High card: K9542,"ranks=K,9,5,4,2",6970,49210
High card: T7643,"ranks=T,7,6,4,3",7399,49335
8x2 + 3x2 + 9,pair_high=8;pair_low=3;kicker=9,3144,49419
6x2 + A + 4 + 2,"pair=6;kickers=A,4,2",5139,49610
5x3 + J + 4,"trips=5;kickers=J,4",2239,49735
High card: 98652,"ranks=9,8,6,5,2",7422,49742
9x2 + T + 3 + 2,"pair=9;kickers=T,3,2",4610,49818
High card: QT542,"ranks=Q,T,5,4,2",7144,49910
High card: AJ532,"ranks=A,J,5,3,2",6552,49938
Qx2 + 2x2 + 7,pair_high=Q;pair_low=2;kicker=7,2826,49972
4x2 + J + T + 3,"pair=4;kickers=J,T,3",5667,50025
5x2 + Q + 6 + 3,"pair=5;kickers=Q,6,3",5437,50127
5x2 + 4x2 + A,pair_high=5;pair_low=4;kicker=A,3260,50225
8x2 + J + 3 + 2,"pair=8;kickers=J,3,2",4809,50286
4x3 + Q + 7,"trips=4;kickers=Q,7",2295,50375
Ax2 + 4 + 3 + 2,"pair=A;kickers=4,3,2",3545,50430
2x2 + K + Q + 6,"pair=2;kickers=K,Q,6",6026,50468
High card: K7543,"ranks=K,7,5,4,3",6999,50505
8x2 + 4x2 + 5,pair_high=8;pair_low=4;kicker=5,3136,50575
6x3 + 9 + 2,"trips=6;kickers=9,2",2188,50578
2x2 + J + T + 9,"pair=2;kickers=J,T,9",6102,50692
High card: T8742,"ranks=T,8,7,4,2",7384,50830
4x3 + K + 6,"trips=4;kickers=K,6",2287,50875
High card: 87653,"ranks=8,7,6,5,3",7445,51051
3x2 + T + 9 + 7,"pair=3;kickers=T,9,7",5911,51129
5x2 + 9 + 6 + 4,"pair=5;kickers=9,6,4",5500,51205
High card: A9632,"ranks=A,9,6,3,2",6640,51414
6x2 + 4x2 + 8,pair_high=6;pair_low=4;kicker=8,3233,51425
3x2 + K + Q + 4,"pair=3;kickers=K,Q,4",5808,51615
5x2 + Q + 8 + 2,"pair=5;kickers=Q,8,2",5431,51646
High card: J8543,"ranks=J,8,5,4,3",7323,51765
Tx2 + 5x2 + 2,pair_high=T;pair_low=5;kicker=2,2984,51842
6x3 + 7 + 3,"trips=6;kickers=7,3",2196,51909
High card: JT732,"ranks=J,T,7,3,2",7261,52026
3x2 + Q + 8 + 6,"pair=3;kickers=Q,8,6",5868,52173
5x2 + A + 7 + 2,"pair=5;kickers=A,7,2",5354,52234
4x2 + A + 8 + 3,"pair=4;kickers=A,8,3",5569,52275
2x2 + A + J + 6,"pair=2;kickers=A,J,6",5989,52316
4x2 + T + 7 + 5,"pair=4;kickers=T,7,5",5702,52325
Tx2 + 3x2 + 6,pair_high=T;pair_low=3;kicker=6,3003,52371
7x2 + Q + 4 + 2,"pair=7;kickers=Q,4,2",5000,52390
6x2 + Q + 5 + 2,"pair=6;kickers=Q,5,2",5218,52514
8x2 + 7 + 5 + 2,"pair=8;kickers=7,5,2",4852,52598
6x2 + J + 4 + 3,"pair=6;kickers=J,4,3",5247,52635
4x2 + K + 9 + 3,"pair=4;kickers=K,9,3",5609,52725
3x2 + A + 7 + 6,"pair=3;kickers=A,7,6",5791,52767
High card: K7642,"ranks=K,7,6,4,2",6997,52910
2x2 + A + 9 + 8,"pair=2;kickers=A,9,8",6000,52972
Jx2 + 3x2 + 5,pair_high=J;pair_low=3;kicker=5,2916,52983
9x2 + 5x2 + 3,pair_high=9;pair_low=5;kicker=3,3060,53067
5x3 + Q + 4,"trips=5;kickers=Q,4",2231,53165
High card: 98643,"ranks=9,8,6,4,3",7423,53295
High card: AQ532,"ranks=A,Q,5,3,2",6468,53382
9x2 + 2x2 + K,pair_high=9;pair_low=2;kicker=K,3085,53428
4x2 + Q + T + 3,"pair=4;kickers=Q,T,3",5639,53475
6x2 + 8 + 7 + 2,"pair=6;kickers=8,7,2",5289,53482
3x2 + A + J + 4,"pair=3;kickers=A,J,4",5771,53505
3x2 + K + T + 5,"pair=3;kickers=K,T,5",5822,53613
4x2 + K + J + 2,"pair=4;kickers=K,J,2",5597,53650
8x2 + Q + 3 + 2,"pair=8;kickers=Q,3,2",4781,53754
Tx2 + 8 + 3 + 2,"pair=T;kickers=8,3,2",4405,53958
5x2 + J + 9 + 2,"pair=5;kickers=J,9,2",5454,53998
5x2 + 8 + 7 + 4,"pair=5;kickers=8,7,4",5507,54145
2x2 + Q + T + 9,"pair=2;kickers=Q,T,9",6074,54188
High card: J8642,"ranks=J,8,6,4,2",7321,54230
High card: A8732,"ranks=A,8,7,3,2",6654,54366
7x2 + T + 5 + 2,"pair=7;kickers=T,5,2",5047,54418
High card: A9542,"ranks=A,9,5,4,2",6642,54530
3x2 + J + 9 + 6,"pair=3;kickers=J,9,6",5891,54549
4x3 + T + 9,"trips=4;kickers=T,9",2308,54625
High card: K9732,"ranks=K,9,7,3,2",6962,54834
8x2 + 9 + 4 + 2,"pair=8;kickers=9,4,2",4844,54910
7x3 + 4x2,trips=7;pair=4,260,54925
6x2 + 7 + 5 + 4,"pair=6;kickers=7,5,4",5296,55055
45 + T,quad=5;kicker=T,123,55223
9x2 + 3x2 + 8,pair_high=9;pair_low=3;kicker=8,3078,55233
High card: Q8543,"ranks=Q,8,5,4,3",7198,55335
5x2 + J + 7 + 3,"pair=5;kickers=J,7,3",5462,55419
Jx2 + 6 + 3 + 2,"pair=J;kickers=6,3,2",4201,55506
Tx2 + 5 + 4 + 3,"pair=T;kickers=5,4,3",4422,55545
9x2 + 6 + 5 + 2,"pair=9;kickers=6,5,2",4638,55594
High card: QT732,"ranks=Q,T,7,3,2",7136,55614
2x2 + K + J + 7,"pair=2;kickers=K,J,7",6033,55796
4x2 + J + 6 + 5,"pair=4;kickers=J,6,5",5684,55825
2x2 + A + Q + 6,"pair=2;kickers=A,Q,6",5981,55924
High card: A7543,"ranks=A,7,5,4,3",6671,55965
High card: KT632,"ranks=K,T,6,3,2",6933,56166
High card: J9832,"ranks=J,9,8,3,2",7286,56202
6x2 + Q + 4 + 3,"pair=6;kickers=Q,4,3",5219,56265
7x2 + 3x2 + K,pair_high=7;pair_low=3;kicker=K,3195,56277
8x2 + 7 + 4 + 3,"pair=8;kickers=7,4,3",4853,56355
4x3 + A + 6,"trips=4;kickers=A,6",2277,56375
4x2 + 9 + 8 + 5,"pair=4;kickers=9,8,5",5713,56525
3x2 + Q + J + 5,"pair=3;kickers=Q,J,5",5851,56637
High card: T9742,"ranks=T,9,7,4,2",7364,56810
High card: 97653,"ranks=9,7,6,5,3",7431,57057
47 + 2,quad=7;kicker=2,106,57122
Jx2 + 2x2 + 8,pair_high=J;pair_low=2;kicker=8,2924,57188
3x2 + A + Q + 4,"pair=3;kickers=A,Q,4",5763,57195
4x2 + K + Q + 2,"pair=4;kickers=K,Q,2",5589,57350
6x2 + 4x2 + 9,pair_high=6;pair_low=4;kicker=9,3232,57475
5x2 + T + 8 + 3,"pair=5;kickers=T,8,3",5479,57477
Kx2 + 5 + 3 + 2,"pair=K;kickers=5,3,2",3764,57498
3x2 + J + 8 + 7,"pair=3;kickers=J,8,7",5895,57681
5x2 + Q + 9 + 2,"pair=5;kickers=Q,9,2",5426,57722
High card: J9543,"ranks=J,9,5,4,3",7303,57855
2x2 + K + T + 8,"pair=2;kickers=K,T,8",6039,57868
5x3 + 7x2,trips=5;pair=7,282,57967
High card: Q8642,"ranks=Q,8,6,4,2",7196,57970
High card: J7652,"ranks=J,7,6,5,2",7329,58058
Tx2 + 6 + 4 + 2,"pair=T;kickers=6,4,2",4420,58190
7x2 + T + 4 + 3,"pair=7;kickers=T,4,3",5048,58305
3x2 + Q + 9 + 6,"pair=3;kickers=Q,9,6",5863,58311
4x2 + A + 9 + 3,"pair=4;kickers=A,9,3",5564,58425
6x2 + T + 5 + 3,"pair=6;kickers=T,5,3",5266,58443
High card: A7642,"ranks=A,7,6,4,2",6669,58630
High card: 98752,"ranks=9,8,7,5,2",7416,58786
Jx2 + 5 + 4 + 2,"pair=J;kickers=5,4,2",4203,58870
9x2 + 2x2 + A,pair_high=9;pair_low=2;kicker=A,3084,59204
5x2 + Q + 7 + 3,"pair=5;kickers=Q,7,3",5434,59241
High card: QJ632,"ranks=Q,J,6,3,2",7086,59334
3x2 + A + T + 5,"pair=3;kickers=A,T,5",5777,59409
4x2 + A + J + 2,"pair=4;kickers=A,J,2",5552,59450
9x2 + 6 + 4 + 3,"pair=9;kickers=6,4,3",4639,59565
High card: KT542,"ranks=K,T,5,4,2",6935,59570
2x2 + K + Q + 7,"pair=2;kickers=K,Q,7",6025,59644
4x2 + Q + 6 + 5,"pair=4;kickers=Q,6,5",5656,59675
6x2 + 9 + 7 + 2,"pair=6;kickers=9,7,2",5279,59774
8x2 + 3x2 + T,pair_high=8;pair_low=3;kicker=T,3143,59823
5x2 + K + 6 + 3,"pair=5;kickers=K,6,3",5401,59829
High card: Q9832,"ranks=Q,9,8,3,2",7161,60078
4x3 + K + 7,"trips=4;kickers=K,7",2286,60125
High card: T8652,"ranks=T,8,6,5,2",7388,60214
Kx2 + 2x2 + 6,pair_high=K;pair_low=2;kicker=6,2717,60236
Tx2 + 9 + 3 + 2,"pair=T;kickers=9,3,2",4390,60306
7x2 + 8 + 5 + 3,"pair=7;kickers=8,5,3",5071,60333
5x2 + 9 + 7 + 4,"pair=5;kickers=9,7,4",5497,60515
Qx2 + 3x2 + 5,pair_high=Q;pair_low=3;kicker=5,2817,60543
High card: J9642,"ranks=J,9,6,4,2",7301,60610
High card: A9732,"ranks=A,9,7,3,2",6634,60762
4x2 + 8 + 7 + 6,"pair=4;kickers=8,7,6",5726,60775
2x2 + Q + J + 8,"pair=2;kickers=Q,J,8",6068,61132
6x3 + T + 2,"trips=6;kickers=T,2",2182,61226
7x2 + 6x2 + 3,pair_high=7;pair_low=6;kicker=3,3170,61347
Tx2 + 2x2 + J,pair_high=T;pair_low=2;kicker=J,3010,61364
9x2 + 8 + 4 + 2,"pair=9;kickers=8,4,2",4624,61370
Kx2 + 3x2 + 4,pair_high=K;pair_low=3;kicker=4,2708,61605
4x3 + J + 8,"trips=4;kickers=J,8",2302,61625
5x2 + K + 8 + 2,"pair=5;kickers=K,8,2",5395,61642
3x2 + Q + 8 + 7,"pair=3;kickers=Q,8,7",5867,61659
9x3 + 3x2,trips=9;pair=3,237,61731
2x2 + A + J + 7,"pair=2;kickers=A,J,7",5988,61828
High card: Q9543,"ranks=Q,9,5,4,3",7178,61845
Tx2 + 3x2 + 7,pair_high=T;pair_low=3;kicker=7,3002,61893
5x2 + T + 6 + 4,"pair=5;kickers=T,6,4",5485,61985
High card: Q7652,"ranks=Q,7,6,5,2",7204,62062
High card: J7643,"ranks=J,7,6,4,3",7330,62205
High card: AT632,"ranks=A,T,6,3,2",6605,62238
3x2 + K + 8 + 6,"pair=3;kickers=K,8,6",5832,62271
7x2 + 3x2 + A,pair_high=7;pair_low=3;kicker=A,3194,62361
7x2 + K + 4 + 2,"pair=7;kickers=K,4,2",4964,62530
6x2 + K + 5 + 2,"pair=6;kickers=K,5,2",5182,62678
9x2 + J + 3 + 2,"pair=9;kickers=J,3,2",4589,62814
High card: QJ542,"ranks=Q,J,5,4,2",7088,62930
High card: 98743,"ranks=9,8,7,4,3",7417,62985
Jx2 + 4x2 + 3,pair_high=J;pair_low=4;kicker=3,2906,63075
9x2 + 4x2 + 5,pair_high=9;pair_low=4;kicker=5,3070,63175
7x2 + 8 + 6 + 2,"pair=7;kickers=8,6,2",5069,63206
Qx2 + 6 + 3 + 2,"pair=Q;kickers=6,3,2",3981,63426
5x3 + K + 4,"trips=5;kickers=K,4",2222,63455
4x2 + A + Q + 2,"pair=4;kickers=A,Q,2",5544,63550
High card: AK532,"ranks=A,K,5,3,2",6348,63714
4x2 + K + T + 3,"pair=4;kickers=K,T,3",5603,63825
Jx2 + 2x2 + 9,pair_high=J;pair_low=2;kicker=9,2923,63916
High card: J8742,"ranks=J,8,7,4,2",7315,64090
2x2 + A + T + 8,"pair=2;kickers=A,T,8",5994,64124
5x3 + 8 + 6,"trips=5;kickers=8,6",2256,64141
8x2 + K + 3 + 2,"pair=8;kickers=K,3,2",4745,64158
5x2 + T + 9 + 3,"pair=5;kickers=T,9,3",5474,64239
3x2 + J + 9 + 7,"pair=3;kickers=J,9,7",5890,64467
High card: T8643,"ranks=T,8,6,4,3",7389,64515
2x2 + K + T + 9,"pair=2;kickers=K,T,9",6038,64676
High card: Q9642,"ranks=Q,9,6,4,2",7176,64790
7x2 + 6 + 5 + 4,"pair=7;kickers=6,5,4",5076,65065
6x3 + 5x2,trips=6;pair=5,271,65219
Qx2 + 2x2 + 8,pair_high=Q;pair_low=2;kicker=8,2825,65348
5x2 + J + T + 2,"pair=5;kickers=J,T,2",5448,65366
Tx2 + 2x2 + Q,pair_high=T;pair_low=2;kicker=Q,3009,65596
Jx2 + 7 + 3 + 2,"pair=J;kickers=7,3,2",4195,65598
9x2 + 7 + 5 + 2,"pair=9;kickers=7,5,2",4632,65702
4x3 + Q + 8,"trips=4;kickers=Q,8",2294,65875
4x2 + J + 7 + 5,"pair=4;kickers=J,7,5",5681,65975
High card: AT542,"ranks=A,T,5,4,2",6607,66010
3x2 + J + T + 6,"pair=3;kickers=J,T,6",5885,66033
High card: K8543,"ranks=K,8,5,4,3",6989,66045
2x2 + A + Q + 7,"pair=2;kickers=A,Q,7",5980,66092
4x3 + Tx2,trips=4;pair=T,291,66125
5x2 + A + 6 + 3,"pair=5;kickers=A,6,3",5356,66297
High card: KT732,"ranks=K,T,7,3,2",6927,66378
8x2 + T + 4 + 2,"pair=8;kickers=T,4,2",4829,66470
High card: Q7643,"ranks=Q,7,6,4,3",7205,66495
4x3 + A + 7,"trips=4;kickers=A,7",2276,66625
2x2 + A + K + 6,"pair=2;kickers=A,K,6",5972,66748
8x2 + 6 + 5 + 3,"pair=8;kickers=6,5,3",4857,66759
3x2 + T + 9 + 8,"pair=3;kickers=T,9,8",5910,66861
9x2 + Q + 3 + 2,"pair=9;kickers=Q,3,2",4561,67146
6x2 + K + 4 + 3,"pair=6;kickers=K,4,3",5183,67155
Qx2 + 5 + 4 + 2,"pair=Q;kickers=5,4,2",3983,67270
High card: T9652,"ranks=T,9,6,5,2",7368,67298
4x2 + Q + J + 3,"pair=4;kickers=Q,J,3",5632,67425
7x2 + 9 + 5 + 3,"pair=7;kickers=9,5,3",5061,67431
3x2 + K + J + 5,"pair=3;kickers=K,J,5",5815,67599
6x3 + 8 + 3,"trips=6;kickers=8,3",2192,67881
4x2 + 9 + 7 + 6,"pair=4;kickers=9,7,6",5716,67925
High card: JT832,"ranks=J,T,8,3,2",7251,68034
3x2 + A + K + 4,"pair=3;kickers=A,K,4",5754,68265
5x2 + A + 8 + 2,"pair=5;kickers=A,8,2",5350,68306
2x2 + Q + J + 9,"pair=2;kickers=Q,J,9",6067,68324
4x2 + T + 8 + 5,"pair=4;kickers=T,8,5",5698,68425
Kx2 + 4x2 + 2,pair_high=K;pair_low=4;kicker=2,2698,68450
High card: Q8742,"ranks=Q,8,7,4,2",7190,68510
9x3 + 4 + 2,"trips=9;kickers=4,2",2004,68590
7x2 + J + 5 + 2,"pair=7;kickers=J,5,2",5026,68614
Tx2 + 7 + 4 + 2,"pair=T;kickers=7,4,2",4414,68770
8x3 + 5 + 2,"trips=8;kickers=5,2",2068,68782
4x3 + J + 9,"trips=4;kickers=J,9",2301,68875
5x2 + K + 9 + 2,"pair=5;kickers=K,9,2",5390,68894
3x2 + Q + 9 + 7,"pair=3;kickers=Q,9,7",5862,68913
3x2 + A + 8 + 6,"pair=3;kickers=A,8,6",5787,69003
High card: T7653,"ranks=T,7,6,5,3",7397,69069
High card: K8642,"ranks=K,8,6,4,2",6987,69190
7x2 + A + 4 + 2,"pair=7;kickers=A,4,2",4919,69290
6x2 + A + 5 + 2,"pair=6;kickers=A,5,2",5137,69454
6x2 + 4x2 + T,pair_high=6;pair_low=4;kicker=T,3231,69575
3x2 + K + 9 + 6,"pair=3;kickers=K,9,6",5827,69597
45 + J,quad=5;kicker=J,122,69629
5x2 + Q + T + 2,"pair=5;kickers=Q,T,2",5420,69874
8x2 + 6x2 + 2,pair_high=8;pair_low=6;kicker=2,3116,69938
